"date","label","value","VECTOR","DECIMALS","is_ratio","units","display_order"
2015-04-01,"Employment rate",68.3,"v1643280190","1",TRUE,"Percent",1
2015-05-01,"Employment rate",67.8,"v1643280190","1",TRUE,"Percent",1
2015-06-01,"Employment rate",67.4,"v1643280190","1",TRUE,"Percent",1
2015-07-01,"Employment rate",66.5,"v1643280190","1",TRUE,"Percent",1
2015-08-01,"Employment rate",66.6,"v1643280190","1",TRUE,"Percent",1
2015-09-01,"Employment rate",66.6,"v1643280190","1",TRUE,"Percent",1
2015-10-01,"Employment rate",67.1,"v1643280190","1",TRUE,"Percent",1
2015-11-01,"Employment rate",67,"v1643280190","1",TRUE,"Percent",1
2015-12-01,"Employment rate",66.5,"v1643280190","1",TRUE,"Percent",1
2016-01-01,"Employment rate",66.3,"v1643280190","1",TRUE,"Percent",1
2016-02-01,"Employment rate",65.9,"v1643280190","1",TRUE,"Percent",1
2016-03-01,"Employment rate",66,"v1643280190","1",TRUE,"Percent",1
2016-04-01,"Employment rate",65.5,"v1643280190","1",TRUE,"Percent",1
2016-05-01,"Employment rate",65.3,"v1643280190","1",TRUE,"Percent",1
2016-06-01,"Employment rate",65.1,"v1643280190","1",TRUE,"Percent",1
2016-07-01,"Employment rate",65.4,"v1643280190","1",TRUE,"Percent",1
2016-08-01,"Employment rate",65.5,"v1643280190","1",TRUE,"Percent",1
2016-09-01,"Employment rate",65.6,"v1643280190","1",TRUE,"Percent",1
2016-10-01,"Employment rate",65.3,"v1643280190","1",TRUE,"Percent",1
2016-11-01,"Employment rate",65.5,"v1643280190","1",TRUE,"Percent",1
2016-12-01,"Employment rate",65.6,"v1643280190","1",TRUE,"Percent",1
2017-01-01,"Employment rate",65.6,"v1643280190","1",TRUE,"Percent",1
2017-02-01,"Employment rate",65.2,"v1643280190","1",TRUE,"Percent",1
2017-03-01,"Employment rate",64.7,"v1643280190","1",TRUE,"Percent",1
2017-04-01,"Employment rate",64.5,"v1643280190","1",TRUE,"Percent",1
2017-05-01,"Employment rate",64.6,"v1643280190","1",TRUE,"Percent",1
2017-06-01,"Employment rate",64.7,"v1643280190","1",TRUE,"Percent",1
2017-07-01,"Employment rate",65.1,"v1643280190","1",TRUE,"Percent",1
2017-08-01,"Employment rate",65.4,"v1643280190","1",TRUE,"Percent",1
2017-09-01,"Employment rate",65.7,"v1643280190","1",TRUE,"Percent",1
2017-10-01,"Employment rate",65.5,"v1643280190","1",TRUE,"Percent",1
2017-11-01,"Employment rate",64.8,"v1643280190","1",TRUE,"Percent",1
2017-12-01,"Employment rate",64.6,"v1643280190","1",TRUE,"Percent",1
2018-01-01,"Employment rate",64.3,"v1643280190","1",TRUE,"Percent",1
2018-02-01,"Employment rate",64.7,"v1643280190","1",TRUE,"Percent",1
2018-03-01,"Employment rate",64.8,"v1643280190","1",TRUE,"Percent",1
2018-04-01,"Employment rate",65,"v1643280190","1",TRUE,"Percent",1
2018-05-01,"Employment rate",65,"v1643280190","1",TRUE,"Percent",1
2018-06-01,"Employment rate",65.2,"v1643280190","1",TRUE,"Percent",1
2018-07-01,"Employment rate",65.4,"v1643280190","1",TRUE,"Percent",1
2018-08-01,"Employment rate",65.3,"v1643280190","1",TRUE,"Percent",1
2018-09-01,"Employment rate",65.2,"v1643280190","1",TRUE,"Percent",1
2018-10-01,"Employment rate",65.3,"v1643280190","1",TRUE,"Percent",1
2018-11-01,"Employment rate",66.2,"v1643280190","1",TRUE,"Percent",1
2018-12-01,"Employment rate",66.3,"v1643280190","1",TRUE,"Percent",1
2019-01-01,"Employment rate",66,"v1643280190","1",TRUE,"Percent",1
2019-02-01,"Employment rate",65.2,"v1643280190","1",TRUE,"Percent",1
2019-03-01,"Employment rate",65.4,"v1643280190","1",TRUE,"Percent",1
2019-04-01,"Employment rate",65.5,"v1643280190","1",TRUE,"Percent",1
2019-05-01,"Employment rate",65.4,"v1643280190","1",TRUE,"Percent",1
2019-06-01,"Employment rate",65.4,"v1643280190","1",TRUE,"Percent",1
2019-07-01,"Employment rate",65.2,"v1643280190","1",TRUE,"Percent",1
2019-08-01,"Employment rate",65.3,"v1643280190","1",TRUE,"Percent",1
2019-09-01,"Employment rate",65.4,"v1643280190","1",TRUE,"Percent",1
2019-10-01,"Employment rate",65.9,"v1643280190","1",TRUE,"Percent",1
2019-11-01,"Employment rate",66.1,"v1643280190","1",TRUE,"Percent",1
2019-12-01,"Employment rate",65.8,"v1643280190","1",TRUE,"Percent",1
2020-01-01,"Employment rate",65.8,"v1643280190","1",TRUE,"Percent",1
2020-02-01,"Employment rate",65.5,"v1643280190","1",TRUE,"Percent",1
2020-03-01,"Employment rate",65.1,"v1643280190","1",TRUE,"Percent",1
2020-04-01,"Employment rate",61.6,"v1643280190","1",TRUE,"Percent",1
2020-05-01,"Employment rate",58.7,"v1643280190","1",TRUE,"Percent",1
2020-06-01,"Employment rate",57.3,"v1643280190","1",TRUE,"Percent",1
2020-07-01,"Employment rate",59.3,"v1643280190","1",TRUE,"Percent",1
2020-08-01,"Employment rate",61.3,"v1643280190","1",TRUE,"Percent",1
2020-09-01,"Employment rate",62.2,"v1643280190","1",TRUE,"Percent",1
2020-10-01,"Employment rate",62.6,"v1643280190","1",TRUE,"Percent",1
2020-11-01,"Employment rate",62.9,"v1643280190","1",TRUE,"Percent",1
2020-12-01,"Employment rate",62.5,"v1643280190","1",TRUE,"Percent",1
2021-01-01,"Employment rate",62.5,"v1643280190","1",TRUE,"Percent",1
2021-02-01,"Employment rate",62.4,"v1643280190","1",TRUE,"Percent",1
2021-03-01,"Employment rate",62.8,"v1643280190","1",TRUE,"Percent",1
2021-04-01,"Employment rate",63.2,"v1643280190","1",TRUE,"Percent",1
2021-05-01,"Employment rate",63.6,"v1643280190","1",TRUE,"Percent",1
2021-06-01,"Employment rate",63.5,"v1643280190","1",TRUE,"Percent",1
2021-07-01,"Employment rate",63.2,"v1643280190","1",TRUE,"Percent",1
2021-08-01,"Employment rate",63.2,"v1643280190","1",TRUE,"Percent",1
2021-09-01,"Employment rate",63.5,"v1643280190","1",TRUE,"Percent",1
2021-10-01,"Employment rate",64.2,"v1643280190","1",TRUE,"Percent",1
2021-11-01,"Employment rate",65.1,"v1643280190","1",TRUE,"Percent",1
2021-12-01,"Employment rate",66.9,"v1643280190","1",TRUE,"Percent",1
2022-01-01,"Employment rate",67.8,"v1643280190","1",TRUE,"Percent",1
2022-02-01,"Employment rate",68.8,"v1643280190","1",TRUE,"Percent",1
2022-03-01,"Employment rate",69.3,"v1643280190","1",TRUE,"Percent",1
2022-04-01,"Employment rate",70.1,"v1643280190","1",TRUE,"Percent",1
2022-05-01,"Employment rate",70.1,"v1643280190","1",TRUE,"Percent",1
2022-06-01,"Employment rate",69.9,"v1643280190","1",TRUE,"Percent",1
2022-07-01,"Employment rate",69.5,"v1643280190","1",TRUE,"Percent",1
2022-08-01,"Employment rate",69.5,"v1643280190","1",TRUE,"Percent",1
2022-09-01,"Employment rate",68.8,"v1643280190","1",TRUE,"Percent",1
2022-10-01,"Employment rate",67.9,"v1643280190","1",TRUE,"Percent",1
2022-11-01,"Employment rate",67.1,"v1643280190","1",TRUE,"Percent",1
2022-12-01,"Employment rate",66.8,"v1643280190","1",TRUE,"Percent",1
2023-01-01,"Employment rate",67,"v1643280190","1",TRUE,"Percent",1
2023-02-01,"Employment rate",67.1,"v1643280190","1",TRUE,"Percent",1
2023-03-01,"Employment rate",67.6,"v1643280190","1",TRUE,"Percent",1
2023-04-01,"Employment rate",67.5,"v1643280190","1",TRUE,"Percent",1
2023-05-01,"Employment rate",67.8,"v1643280190","1",TRUE,"Percent",1
2023-06-01,"Employment rate",68,"v1643280190","1",TRUE,"Percent",1
2023-07-01,"Employment rate",68.1,"v1643280190","1",TRUE,"Percent",1
2023-08-01,"Employment rate",67.9,"v1643280190","1",TRUE,"Percent",1
2023-09-01,"Employment rate",67.8,"v1643280190","1",TRUE,"Percent",1
2023-10-01,"Employment rate",68,"v1643280190","1",TRUE,"Percent",1
2023-11-01,"Employment rate",68.1,"v1643280190","1",TRUE,"Percent",1
2023-12-01,"Employment rate",67.9,"v1643280190","1",TRUE,"Percent",1
2024-01-01,"Employment rate",67.8,"v1643280190","1",TRUE,"Percent",1
2024-02-01,"Employment rate",68.2,"v1643280190","1",TRUE,"Percent",1
2024-03-01,"Employment rate",68,"v1643280190","1",TRUE,"Percent",1
2024-04-01,"Employment rate",67.5,"v1643280190","1",TRUE,"Percent",1
2024-05-01,"Employment rate",67,"v1643280190","1",TRUE,"Percent",1
2024-06-01,"Employment rate",67.2,"v1643280190","1",TRUE,"Percent",1
2024-07-01,"Employment rate",67.8,"v1643280190","1",TRUE,"Percent",1
2024-08-01,"Employment rate",68.2,"v1643280190","1",TRUE,"Percent",1
2024-09-01,"Employment rate",68.1,"v1643280190","1",TRUE,"Percent",1
2024-10-01,"Employment rate",68,"v1643280190","1",TRUE,"Percent",1
2024-11-01,"Employment rate",67.6,"v1643280190","1",TRUE,"Percent",1
2024-12-01,"Employment rate",67.9,"v1643280190","1",TRUE,"Percent",1
2025-01-01,"Employment rate",67.6,"v1643280190","1",TRUE,"Percent",1
2025-02-01,"Employment rate",67.2,"v1643280190","1",TRUE,"Percent",1
2025-03-01,"Employment rate",66.7,"v1643280190","1",TRUE,"Percent",1
2025-04-01,"Employment rate",66.8,"v1643280190","1",TRUE,"Percent",1
2025-05-01,"Employment rate",67,"v1643280190","1",TRUE,"Percent",1
2025-06-01,"Employment rate",67,"v1643280190","1",TRUE,"Percent",1
2025-07-01,"Employment rate",66.5,"v1643280190","1",TRUE,"Percent",1
2025-08-01,"Employment rate",66.2,"v1643280190","1",TRUE,"Percent",1
2025-09-01,"Employment rate",66.4,"v1643280190","1",TRUE,"Percent",1
2025-10-01,"Employment rate",66.3,"v1643280190","1",TRUE,"Percent",1
2025-11-01,"Employment rate",66.8,"v1643280190","1",TRUE,"Percent",1
2025-12-01,"Employment rate",66.3,"v1643280190","1",TRUE,"Percent",1
2026-01-01,"Employment rate",66.4,"v1643280190","1",TRUE,"Percent",1
2026-02-01,"Employment rate",66.2,"v1643280190","1",TRUE,"Percent",1
2026-03-01,"Employment rate",66.7,"v1643280190","1",TRUE,"Percent",1
2026-04-01,"Employment rate",66.6,"v1643280190","1",TRUE,"Percent",1
2026-05-01,"Employment rate",65.7,"v1643280190","1",TRUE,"Percent",1
2026-06-01,"Employment rate",65,"v1643280190","1",TRUE,"Percent",1
2026-07-01,"Employment rate",64.6,"v1643280190","1",TRUE,"Percent",1
2026-08-01,"Employment rate",64.7,"v1643280190","1",TRUE,"Percent",1
